fold,set,accuracy,f1,tpr,tnr,gmean,batch_size,learning_rate,preprocessed_dir,weight_decay,dropout_prob
5,TEST,0.68,0.6923076923076923,0.8181818181818182,0.5714285714285714,0.6837634587578277,2,0.0001,resize_small_hu_m600_1500_separadas,0,0.2
MEAN,VALIDATION,0.6599999999999999,0.6773829831495736,0.7844444444444443,0.5581818181818182,0.6558129346352105,2,0.0001,resize_small_hu_m600_1500_separadas,0,0.2
MEAN,TEST,0.5760000000000001,0.6047611617591334,0.7136363636363636,0.45274725274725275,0.5407245355715156,2,0.0001,resize_small_hu_m600_1500_separadas,0,0.2
1,VALIDATION,0.65,0.5333333333333333,0.4444444444444444,0.8181818181818182,0.6030226891555273,2,0.0001,resize_small_hu_m600_1500_separadas,0,0.4
1,TEST,0.48,0.3157894736842105,0.25,0.6923076923076923,0.41602514716892186,2,0.0001,resize_small_hu_m600_1500_separadas,0,0.4
2,VALIDATION,0.55,0.5263157894736842,0.5555555555555556,0.5454545454545454,0.5504818825631803,2,0.0001,resize_small_hu_m600_1500_separadas,0,0.4
2,TEST,0.48,0.5185185185185185,0.5833333333333334,0.38461538461538464,0.47366546671567095,2,0.0001,resize_small_hu_m600_1500_separadas,0,0.4
3,VALIDATION,0.6,0.6,0.6666666666666666,0.5454545454545454,0.6030226891555273,2,0.0001,resize_small_hu_m600_1500_separadas,0,0.4
3,TEST,0.6,0.6666666666666666,0.8333333333333334,0.38461538461538464,0.5661385170722979,2,0.0001,resize_small_hu_m600_1500_separadas,0,0.4
4,VALIDATION,0.65,0.631578947368421,0.6666666666666666,0.6363636363636364,0.6513389472789296,2,0.0001,resize_small_hu_m600_1500_separadas,0,0.4
4,TEST,0.52,0.4,0.3333333333333333,0.6923076923076923,0.48038446141526137,2,0.0001,resize_small_hu_m600_1500_separadas,0,0.4
5,VALIDATION,0.6,0.6,0.6,0.6,0.6,2,0.0001,resize_small_hu_m600_1500_separadas,0,0.4
5,TEST,0.36,0.3333333333333333,0.36363636363636365,0.35714285714285715,0.36037498507822363,2,0.0001,resize_small_hu_m600_1500_separadas,0,0.4
MEAN,VALIDATION,0.6100000000000001,0.5782456140350877,0.5866666666666667,0.6290909090909091,0.6015732416306329,2,0.0001,resize_small_hu_m600_1500_separadas,0,0.4
MEAN,TEST,0.488,0.44686159844054585,0.4727272727272728,0.5021978021978022,0.45931771549007516,2,0.0001,resize_small_hu_m600_1500_separadas,0,0.4
1,VALIDATION,0.75,0.6666666666666666,0.5555555555555556,0.9090909090909091,0.7106690545187014,8,0.001,resize_small_hu_m300_1400_separadas,0,0.2
1,TEST,0.52,0.4,0.3333333333333333,0.6923076923076923,0.48038446141526137,8,0.001,resize_small_hu_m300_1400_separadas,0,0.2
2,VALIDATION,0.65,0.5882352941176471,0.5555555555555556,0.7272727272727273,0.6356417261637283,8,0.001,resize_small_hu_m300_1400_separadas,0,0.2
2,TEST,0.68,0.6666666666666666,0.6666666666666666,0.6923076923076923,0.6793662204867574,8,0.001,resize_small_hu_m300_1400_separadas,0,0.2
3,VALIDATION,0.75,0.7058823529411765,0.6666666666666666,0.8181818181818182,0.7385489458759964,8,0.001,resize_small_hu_m300_1400_separadas,0,0.2
3,TEST,0.68,0.6923076923076923,0.75,0.6153846153846154,0.6793662204867574,8,0.001,resize_small_hu_m300_1400_separadas,0,0.2
4,VALIDATION,0.55,0.6086956521739131,0.7777777777777778,0.36363636363636365,0.5318160234783105,8,0.001,resize_small_hu_m300_1400_separadas,0,0.2
4,TEST,0.48,0.6285714285714286,0.9166666666666666,0.07692307692307693,0.2655425022718972,8,0.001,resize_small_hu_m300_1400_separadas,0,0.2
5,VALIDATION,0.6,0.6363636363636364,0.7,0.5,0.5916079783099616,8,0.001,resize_small_hu_m300_1400_separadas,0,0.2
5,TEST,0.6,0.6428571428571429,0.8181818181818182,0.42857142857142855,0.592156525463792,8,0.001,resize_small_hu_m300_1400_separadas,0,0.2
MEAN,VALIDATION,0.66,0.641168720452608,0.6511111111111111,0.6636363636363637,0.6416567456693396,8,0.001,resize_small_hu_m300_1400_separadas,0,0.2
MEAN,TEST,0.5920000000000001,0.606080586080586,0.696969696969697,0.5010989010989011,0.5393631860248931,8,0.001,resize_small_hu_m300_1400_separadas,0,0.2
1,VALIDATION,0.85,0.8421052631578947,0.8888888888888888,0.8181818181818182,0.8528028654224418,8,0.001,resize_small_hu_m300_1400_separadas,0,0.4
1,TEST,0.52,0.45454545454545453,0.4166666666666667,0.6153846153846154,0.5063696835418333,8,0.001,resize_small_hu_m300_1400_separadas,0,0.4
2,VALIDATION,0.65,0.6666666666666666,0.7777777777777778,0.5454545454545454,0.6513389472789296,8,0.001,resize_small_hu_m300_1400_separadas,0,0.4
2,TEST,0.56,0.6206896551724138,0.75,0.38461538461538464,0.5370861555295747,8,0.001,resize_small_hu_m300_1400_separadas,0,0.4
3,VALIDATION,0.55,0.5263157894736842,0.5555555555555556,0.5454545454545454,0.5504818825631803,8,0.001,resize_small_hu_m300_1400_separadas,0,0.4
3,TEST,0.68,0.6923076923076923,0.75,0.6153846153846154,0.6793662204867574,8,0.001,resize_small_hu_m300_1400_separadas,0,0.4
4,VALIDATION,0.6,0.6666666666666666,0.8888888888888888,0.36363636363636365,0.5685352436149611,8,0.001,resize_small_hu_m300_1400_separadas,0,0.4
4,TEST,0.4,0.5714285714285714,0.8333333333333334,0.0,0.0,8,0.001,resize_small_hu_m300_1400_separadas,0,0.4
5,VALIDATION,0.6,0.6,0.6,0.6,0.6,8,0.001,resize_small_hu_m300_1400_separadas,0,0.4
5,TEST,0.64,0.6666666666666666,0.8181818181818182,0.5,0.6396021490668313,8,0.001,resize_small_hu_m300_1400_separadas,0,0.4
MEAN,VALIDATION,0.65,0.6603508771929824,0.7422222222222222,0.5745454545454546,0.6446317877759026,8,0.001,resize_small_hu_m300_1400_separadas,0,0.4
MEAN,TEST,0.56,0.6011276080241597,0.7136363636363636,0.4230769230769231,0.47248484172499944,8,0.001,resize_small_hu_m300_1400_separadas,0,0.4
1,VALIDATION,0.65,0.6956521739130435,0.8888888888888888,0.45454545454545453,0.6356417261637282,8,0.0001,resize_small_hu_m300_1400_separadas,0,0.2
1,TEST,0.56,0.5925925925925926,0.6666666666666666,0.46153846153846156,0.5547001962252291,8,0.0001,resize_small_hu_m300_1400_separadas,0,0.2
2,VALIDATION,0.6,0.6363636363636364,0.7777777777777778,0.45454545454545453,0.5945883900105632,8,0.0001,resize_small_hu_m300_1400_separadas,0,0.2
2,TEST,0.56,0.6206896551724138,0.75,0.38461538461538464,0.5370861555295747,8,0.0001,resize_small_hu_m300_1400_separadas,0,0.2
3,VALIDATION,0.55,0.6666666666666666,1.0,0.18181818181818182,0.4264014327112209,8,0.0001,resize_small_hu_m300_1400_separadas,0,0.2
3,TEST,0.6,0.6875,0.9166666666666666,0.3076923076923077,0.5310850045437944,8,0.0001,resize_small_hu_m300_1400_separadas,0,0.2
4,VALIDATION,0.6,0.6923076923076923,1.0,0.2727272727272727,0.5222329678670935,8,0.0001,resize_small_hu_m300_1400_separadas,0,0.2
